Training,ROUGH,TWI,SLOPE,SPI,LANDCOVER,ELEVATION,CURVE,ASPECT
1,0.498933,-4.800361,10.109111,-0.042093,2,743,-0.115799,140.527542
1,0.516308,-3.36092,33.998396,-0.368711,1,1052,0.527527,245.998718
1,0.491641,-5.626667,29.872352,-0.39871,5,1319,0.115799,277.364746
1,0.5162,0.080361,43.823944,-0.041185,5,2033,0.373129,244.630707
1,0.498896,-0.585471,33.701564,-0.059345,6,975,0.270197,271.735718
1,0.373494,29.492999,14.581821,0.094903,5,1210,-1.080787,131.496475
1,0.526758,-8.171935,24.398402,-0.246609,2,1903.5,0.192998,146.309937
1,0.52073,5.037175,39.842553,0.787318,6,907,-0.540394,297.239075
1,0.422715,-1.541358,25.864436,-0.274319,2,2142,0.012867,39.737606
1,0.508253,-1.480608,33.153252,-0.239216,2,1834,0.283063,68.868332
1,0.533309,-0.378788,31.36418,-0.059532,2,1424,0.33453,72.552811
1,0.488511,-6.842111,22.590364,-0.309807,5,1366,0.25733,190.922806
1,0.514894,-1.966131,26.019111,0.004381,5,1367,0.476061,185.964493
1,0.441765,19.610945,23.774077,-0.012109,5,1206,-0.656193,315
1,0.526133,-1.70289,34.741272,-0.105037,5,1813,0.540394,182.882965
1,0.499399,-9.179704,19.736968,-0.462631,5,1312.5,0.752691,130.515396
1,0.452634,14.34476,26.952533,0.927356,2,1470,-0.694792,83.541183
1,0.514555,13.195305,31.734717,1.275529,2,1431,0.090066,85.985825
1,0.481007,-7.436862,27.110124,-0.445917,5,1270,0.527527,173.758087
1,0.457566,-20.975649,29.204241,-0.345356,2,1733,0.141532,249.590118
1,0.490384,3.773117,38.676639,0.570512,5,1776,-0.283063,307.108307
1,0.496129,1.461604,46.663856,0.323712,5,1941,-0.540394,322.829071
1,0.541345,-2.701099,39.324638,-0.422906,5,1239,-0.366696,287.760925
1,0.513624,-9.009171,28.86497,-0.769385,2,2201,0.862057,190.154266
1,0.474946,-5.024005,30.952553,-0.405802,2,2033,-0.0193,238.069321
1,0.532501,0.555892,24.696487,0.19991,5,2140.5,-0.192998,177.847031
1,0.491844,-2.467952,32.025452,-0.29393,2,2015,-0.25733,239.03624
1,0.508711,14.116315,21.980821,0.626238,6,1385,-0.784858,215.073761
1,0.486371,-0.789342,53.209157,-0.203019,5,1186,-0.964989,332.027222
1,0.499511,-2.91598,31.396267,-0.101571,6,1295,0.617593,206.565048
1,0.500102,7.429566,23.351402,0.451485,2,1765.5,-0.250897,180.458359
1,0.501066,-10.369215,33.66787,-0.825374,5,1253,1.260919,229.573929
1,0.497836,14.29067,19.679099,0.412203,6,1558,-1.209453,238.815033
1,0.472898,1.877251,33.482185,0.176702,5,1689,-0.823457,220.236359
1,0.5023,-2.829294,32.531772,-0.239906,5,1839,0.077199,256.855133
1,0.467959,-7.715695,29.973199,-0.700949,5,1177,0.720525,244.133636
1,0.511731,-0.509846,41.006843,-0.081921,5,1372,0.398862,185.906143
1,0.496446,-8.879766,35.406023,-1.118537,4,2496,0.784858,219.618454
1,0.471825,-0.317796,29.540128,-0.031507,2,1362,-0.347396,356.531769
1,0.461834,-1.863196,24.624847,-0.123333,5,1747,-0.096499,261.444427
1,0.483291,2.053562,39.589498,0.34066,3,1496.5,0.057899,316.624969
1,0.492733,-3.612112,30.017676,-0.317334,6,1325,0.064333,301.827454
1,0.533226,6.288979,32.122348,0.635556,5,1247,0.578993,143.310272
1,0.460829,-2.178364,27.64869,-0.27946,5,1188,-0.59186,141.863693
1,0.492016,-20.300963,10.105755,-0.052062,2,1204,-0.025733,266.185913
1,0.497586,-14.218699,24.519555,-0.816404,5,1352,0.784858,310.955505
1,0.472578,-10.332397,30.17314,-0.826051,5,1374,0.411729,6.115504
1,0.458417,0.790893,49.45497,0.110138,6,1368,-1.981444,345.774048
1,0.463517,12.241363,23.915554,0.575129,5,1217,-0.926389,327.680389
1,0.496525,0.636446,38.260526,0.024183,5,1609,-0.829891,241.020294
1,0.438731,-4.082235,22.916636,-0.157365,5,1041,-0.84919,135.658539
1,0.490702,2.43429,44.706802,0.421822,5,1291.5,-0.366696,23.749495
1,0.479941,-0.319021,29.575005,0.023455,2,1625,-0.167265,176.95163
1,0.515821,-1.864856,36.984565,-0.09117,2,1443,0.192998,153.434952
1,0.547175,-18.915756,19.272824,-0.757394,2,1089,0.746258,66.63089
1,0.444666,4.436762,12.494433,0.200019,5,1033,-0.360263,48.814075
1,0.530995,-14.30972,27.464196,-0.6224,4,2139,1.042188,206.146835
1,0.480078,5.51093,25.853017,0.290964,2,1394,-0.643326,121.561813
1,0.527167,1.957173,25.120119,0.162836,2,1367,0.090066,137.385941
1,0.515875,-2.635764,34.770437,-0.271888,1,1332,0.874923,146.309937
1,0.477142,5.734495,35.626528,0.634647,2,1053,-1.563282,145.568008
1,0.432354,-2.510142,40.057894,0.366498,5,1047.5,-1.119387,300.465546
1,0.497405,1.494106,38.028232,0.149062,6,977,0.25733,263.607635
1,0.454596,13.767087,16.897261,-0.148533,5,1059,-0.25733,208.90918
1,0.509162,14.722585,17.217743,0.475329,5,1410,-0.077199,178.264297
1,0.48086,-2.016301,36.51632,-0.321885,2,1046,0.514661,288.434937
1,0.492569,1.159499,26.238632,0.090839,6,1356.5,-0.675492,244.536652
1,0.531928,-0.866581,25.317128,-0.098704,2,1374,0.424595,216.253845
1,0.545362,1.361126,17.390601,0.059625,1,1365,0.270197,229.610657
1,0.480986,-1.580894,15.494615,-0.065339,2,1377,-0.180131,217.874985
1,0.539809,-4.042027,21.442817,-0.023801,5,2317,0.180131,165.37912
1,0.530459,9.567706,25.536055,0.672907,5,1297,-0.463195,215.665009
1,0.515239,0.126302,40.280385,0.237792,5,2267,-0.33453,154.010773
1,0.504595,7.788485,35.609355,0.937293,5,2224.5,-0.984289,134.497421
1,0.44833,-20.580678,16.188052,-0.421592,5,2200,-0.347396,124.330215
1,0.543096,-10.837641,38.403971,-1.470004,1,1390,1.827046,293.198578
1,0.508545,-1.85569,32.740404,-0.134635,5,2188,0.514661,110.148415
1,0.472021,17.634081,14.660249,0.231083,2,1116,-0.514661,153.434952
1,0.507037,-6.580154,26.319633,-0.357771,2,1153,0.231597,251.231934
1,0.470121,11.208964,23.409793,0.48588,2,1117,-1.833479,222.510452
1,0.480898,-10.077993,29.817342,-0.787942,2,1400,1.273785,279.229889
1,0.491691,-6.476084,24.963087,-0.323175,5,2064,-0.244464,160.436218
1,0.52418,-16.085437,22.67888,-0.679931,1,2038,0.874923,137.726318
1,0.504495,-16.316012,21.500582,-0.851969,5,1225.5,1.196586,261.450928
1,0.479719,-2.564638,31.403707,-0.22669,5,2125.5,-0.231597,118.412659
1,0.50083,2.090787,30.014587,0.258717,2,1019,0.424595,103.069321
1,0.517019,4.090944,9.780629,-0.093259,5,2166.5,-0.675492,181.397186
1,0.552561,8.762275,15.616375,0.030184,5,1813.5,0.154398,107.525566
1,0.468533,-18.032625,17.873162,-0.432133,2,890,0.321663,239.534454
1,0.483047,-3.850895,33.466797,-0.307123,6,1094,0.823457,196.279678
1,0.532003,-0.021033,54.520582,0.157182,5,2040,-1.608315,224.090622
1,0.527837,-15.983543,27.28403,-0.920953,1,1766,0.617593,182.792709
1,0.509896,-1.211873,28.375483,-0.206115,6,968,-0.212298,170.049377
1,0.508656,-2.116671,27.777825,0.04589,6,991,-0.463195,217.067245
1,0.515564,6.998517,32.205502,0.666546,5,943,-0.746258,254.69072
1,0.518744,6.779219,36.525523,0.945238,5,1790,-0.141532,202.590164
1,0.481531,5.192602,12.831365,0.053634,5,1943,-0.180131,190.885529
1,0.49719,-2.294817,27.245056,0.276808,4,759.5,-0.636893,169.605682
1,0.475972,-17.109326,27.927819,-1.245909,5,1818,1.659781,262.321045
1,0.50161,-25.984053,18.453842,-0.810596,5,1878,0.759125,213.976547
1,0.486863,0.939458,40.370087,0.152475,2,794,0.244464,177.856232
1,0.572543,-24.178609,13.354699,-0.090931,5,952,0.29593,176.496475
1,0.427004,3.210502,23.454992,0.14769,6,721.5,-0.86849,197.891876
1,0.4659,7.351476,42.745611,1.013047,5,1693.5,-2.277374,188.031662
1,0.539118,2.771555,37.239799,0.401468,5,1771.5,0.88779,230.710587
1,0.55234,-8.896632,23.821198,-0.632476,5,1812.5,0.964989,208.228775
1,0.491309,-1.757084,39.937781,-0.257775,5,1635,-0.102932,163.274872
1,0.512381,7.610019,30.951324,0.564753,5,1623,0.25733,174.499588
1,0.46595,3.800026,21.847812,-0.086208,2,1685,-0.604726,116.146843
1,0.459502,2.465691,40.038103,0.337835,5,1541,-0.488928,263.976013
1,0.510138,2.852336,32.21167,0.206779,5,1484,-0.874923,260.869812
1,0.474413,4.948238,29.443149,0.205717,2,882,-1.209453,32.905243
1,0.487284,7.544245,44.128828,1.431343,2,953,-0.617593,2.027323
1,0.474355,0.326643,41.078623,-0.038995,2,1081,-0.385996,200.38916
1,0.491459,-1.258058,29.364143,0.055911,2,1063,-0.051466,22.533251
0,,,,,5,,,0
0,,,,,5,,,0
0,0.474999,19.295441,21.007356,0.576625,4,2852.5,-1.138687,104.601273
0,0.467203,66.139903,4.897264,0.006111,4,2837.5,-0.115799,135
0,0.463428,3.923852,16.875338,-0.038318,4,2833,-0.308796,206.565048
0,0.512431,-16.483997,27.419772,-0.972487,5,3570.5,1.235186,216.511063
0,0.582093,-54.929047,17.240749,-0.875723,4,3587.5,1.833479,201.974503
0,0.556939,-68.34053,11.982257,-0.427247,4,3584.5,0.88779,113.198593
0,0.534239,-54.937134,10.578486,-0.822878,4,3589.5,1.698381,308.41806
0,0.397695,-12.453788,11.532501,-0.022761,4,3076,-0.707659,33.178513
0,0.502054,-21.554647,17.271871,-0.376546,4,2850,0.617593,116.565048
0,0.51236,-10.124717,25.976997,-0.328106,4,2825,-0.025733,93.366463
0,0.437581,4.178789,39.722426,0.065606,6,1230,-1.029321,151.429306
0,0.352925,-146.4721,17.782717,-0.063524,6,1206,-0.694792,154.755997
0,0.42304,20.179813,22.664746,0.619136,5,1811,-1.762713,70.377747
0,0.419428,7.293756,25.426444,0.434181,6,1204,-1.466783,139.028259
0,0.355688,21.78479,12.963882,0.382472,6,1196,-1.067921,142.721832
0,0.39458,-23.234692,25.492964,-0.082679,6,1212,-0.59186,266.633545
0,0.479359,-7.122796,15.727141,-0.173282,5,1973,0.180131,15.255118
0,0.50878,-5.948543,15.023605,-0.051145,2,1960,0.231597,29.197487
0,0.574316,-12.713194,15.662282,-0.247129,2,1945,0.707659,22.45694
0,0.544408,-35.45811,17.410768,-0.518307,2,3515,0.964989,165.256439
0,0.602601,-72.481717,14.866491,-0.761023,2,3527,1.47965,354.805573
0,0.576789,-47.75041,20.256002,-0.734741,5,3529,1.801313,12.528808
0,0.48393,-18.331189,20.467807,-0.58432,4,3509,0.630459,8.746162
0,0.419132,-21.658633,15.779339,-0.260259,4,2873.5,-0.154398,144.462326
0,0.436367,-4.382559,24.944977,0.334667,6,1215,-0.984289,118.210167
0,0.428462,17.238534,16.742203,0.267239,1,1204,-0.385996,253.300751
0,0.425178,5.034536,27.911146,0.244365,5,1996.5,-1.022888,40.380077
0,0.445668,-9.754186,16.39348,-0.262547,2,1979.5,-0.115799,10.491477
0,0.651993,-57.990199,12.536476,-0.699026,5,3508,1.100087,182.290604
0,0.53217,-22.639074,20.346984,-0.623175,4,3503,0.424595,9.940573
0,0.504578,3.856178,22.276844,0.277897,4,2848,-0.102932,165.801453
0,0.379603,47.628316,16.472887,0.208929,6,1198,-0.746258,129.289413
0,0.434103,22.88855,24.25706,0.71679,2,1884,-1.14512,46.231976
0,0.521034,-23.692985,17.010778,-0.497824,4,2302,0.270197,12.050785
0,0.525287,3.72321,29.611077,0.233453,2,2732,0,185.792801
0,0.473838,9.746662,30.898305,0.788754,2,2751,-0.59186,202.815994
0,0.461233,-6.266295,12.834723,0.174992,4,2309,-0.82989,89.060806
0,0.536242,7.716684,11.243155,0.023308,4,2303,-0.366696,94.763641
0,0.538112,-13.784063,27.413015,-0.408009,2,2690,0.270197,234.605209
0,0.453399,-0.175302,28.46229,-0.274411,2,2732,-0.077199,250.942291
0,0.532157,3.226324,19.167243,0.019706,4,1936,0.385996,189.865814
0,0.52499,-0.317542,21.888989,-0.414424,4,1927,0.25733,129.053131
0,0.400102,-23.532116,21.103416,-0.117733,6,1181,-1.543982,145.944214
0,0.497131,-24.871231,12.059377,-0.435981,4,2783,-0.025733,52.125015
0,0.454734,26.103563,22.159337,0.48501,2,1924,-1.44105,79.019348
0,0.475539,12.11597,24.485928,0.4263,2,1906,-0.643326,109.798874
0,0.56197,-26.084656,13.259899,-0.266674,4,2784.5,0.385996,84.644173
0,0.433153,29.609368,26.473224,0.032281,4,1173,-1.543982,112.86451
0,0.42256,-49.628394,19.034008,-0.371063,4,1164,-0.55326,101.938148
0,0.379644,-15.384618,21.215925,-0.497892,4,1955,-1.389584,272.202606
0,0.373275,36.730214,28.212241,-0.118997,4,1963,-2.058643,202.963776
0,0.476456,0.89672,55.065243,-0.573809,4,2060,0.55326,195.310989
0,0.450807,7.532683,44.771559,0.432548,4,2037,-1.827046,150.012436
0,0.455404,11.557556,13.240468,0.190193,4,1153,-0.308796,233.426971
0,0.419114,10.385197,27.243085,0.594431,4,1997.5,-1.157987,333.741333
0,0.46264,5.028444,35.689445,-0.41452,4,2018,-0.945689,338.198578
0,0.434145,7.345249,22.14783,0.097621,4,2213.5,-0.578993,210.762726
0,0.43935,-11.790181,19.068188,0.061282,2,2188,-0.733392,20.095232
0,0.534692,-32.525587,12.68314,-0.347448,2,2187,0.566127,355.100922
0,0.505527,-37.091878,16.502597,-0.782922,4,2177,0.874923,289.057709
0,0.430277,0.973113,16.039934,-0.54227,4,2176,-1.14512,197.40271
0,0.506756,-5.419262,13.988456,-0.173746,4,2210,0.283063,291.297363
0,0.40014,-76.801297,8.324348,-0.050974,4,2208,-0.720525,8.746162
0,0.389365,-7.059405,27.834856,0.136476,4,2216,-1.376718,232.236923
0,0.454082,16.187312,24.727268,-0.043717,4,2691,-0.836324,191.418442
0,0.407406,23.883297,22.859402,0.282612,4,2692,-1.621181,166.890793
0,0.454446,21.536251,26.186351,0.867083,4,2705,-2.238774,175.502853
0,0.481096,11.52268,33.646939,1.337087,2,1405,-2.380306,137.662994
0,0.525704,5.165679,21.503521,-0.09266,4,1338,0.154398,288.693024
0,0.460692,-8.402067,17.406949,0.118441,4,2171,-0.566127,237.847702
0,0.419639,3.45278,30.10456,0.251074,4,2188,-0.926389,345.963745
0,0.456713,-0.629698,31.030629,-0.420423,4,2317,-0.450328,168.690063
0,0.423072,-6.506865,26.176885,0.182977,4,2313,-1.698381,181.606003
0,0.428519,-8.267936,22.179438,-0.070284,4,2319,-0.488928,183.853485
0,0.469608,13.021254,12.355026,0.37114,4,2343,-0.84919,196.189209
0,0.500068,-13.097178,11.872948,-0.229636,4,2282,0.636893,99.462318
0,0.358776,31.758591,25.392881,0.822916,2,1381,-2.952866,82.176292
0,0.372265,-11.155746,24.507881,-0.300517,4,1095.5,-0.385996,135
0,0.419313,50.739187,9.656522,0.442443,4,1086.5,-1.273785,158.025497
0,0.508856,-29.546804,8.604071,0.167417,4,1096,0.0386,270
0,0.323413,8.783208,29.225138,-0.790922,3,1108.5,-1.659781,344.197479
0,0.501997,5.047523,19.96524,0.168542,4,1355.5,-0.90709,2.935673
0,0.530169,-30.409129,15.590588,-0.372882,4,2849.5,0.289497,279.03949
0,0.467058,18.847172,12.267825,0.399554,4,2260,-0.714092,289.536652
0,0.378419,-29.053495,11.723925,0.215284,4,2273.5,-0.984289,281.309937
0,0.473904,-13.384712,29.684792,-0.472745,4,2307.5,-0.926389,291.250519
0,0.41663,23.548518,30.04717,0.554551,4,2315.5,-3.107264,15.461218
0,0.408297,7.336306,41.197525,-0.267356,4,2329.5,-2.258074,342.85965
0,0.439248,-2.977087,18.01,0.027532,4,2288,-0.540394,64.502449
0,0.422341,20.570172,33.916443,-0.47205,2,1399,-1.312385,71.565048
0,0.427685,-0.25262,44.752889,-0.117776,4,1137,-0.836324,147.868301
0,0.373715,2.883247,24.012475,0.171578,4,1098,-1.556849,150.16124
0,0.342155,36.845456,11.066822,0.044518,4,1089,-0.810591,90
0,0.372381,8.330479,31.381805,-0.016126,4,1100,-1.350985,149.03624
0,0.451351,4.577514,38.393934,0.590214,7,1120,-0.797724,347.93869
0,0.525093,-49.331743,12.48365,-0.379718,4,2215,0.630459,337.680573
0,0.56514,-4.166526,18.721758,0.071642,2,2207,0.540394,25.559965
0,0.373934,23.72472,14.005234,0.041686,4,1095,-1.466783,315
0,0.455358,-19.272312,13.169203,-0.286941,4,1101,-0.141532,331.389526
0,0.476216,-9.587157,17.442485,-0.079328,4,2229,-0.102932,7.224316
0,0.47673,11.382093,13.132239,0.209229,2,2224,-0.308796,1.974934
0,0.396617,27.853035,20.729116,0.712701,7,1062,-2.682669,188.615646
0,0.42433,11.286476,19.7166,0.52848,4,1071,-2.451072,185.667282
0,0.429124,-32.909966,9.744021,-0.409481,4,1077.5,-0.771991,178.830856
0,0.561017,10.659386,11.251684,0.098671,4,1082.5,-0.482495,325.713135
0,0.44118,0.217318,28.090997,-0.084961,4,1055,-0.33453,191.048904
0,0.432465,5.823297,24.443938,0.337325,4,1040,-2.058643,166.633072
0,0.410519,45.456835,16.735396,0.283384,4,1041,-1.505383,173.862747
0,0.373409,54.258613,11.696089,0.311659,4,1044,-1.080788,173.107574
0,0.453722,24.710295,13.37788,0.204998,4,1049,-0.900656,197.020523
0,0.462979,7.432241,33.074446,0.281086,4,1066,-0.771991,144.845825
0,0.378269,30.465766,18.76602,-0.017648,4,1046,-1.106521,153.2995
0,0.437045,2.123874,44.604767,0.597304,4,1073.5,-1.794879,128.719986
0,0.372654,37.880765,13.438839,0.207027,4,1040,-1.563282,161.003342
0,0.449638,3.079769,15.924015,-0.22903,4,1047,-0.482495,338.198578
0,0.406315,10.692476,22.139595,0.317309,4,1055.5,-1.331685,339.775146
0,0.466688,-31.153239,12.327816,-0.21007,4,2966.5,0.077199,65.95578
0,0.564438,-4.846145,16.431327,0.010139,4,2956.5,0.173698,34.286877
0,0.433753,13.590271,18.417057,0.551895,4,1200,-1.711247,116.312645
0,0.480867,-4.787512,20.155368,-0.047407,2,1391,-0.450328,152.354019
0,0.432872,-0.710395,44.96559,-0.423865,4,1074,-0.398862,129.440048
0,0.383227,-3.328373,13.563214,0.072019,4,1037,-0.939256,133.678024
0,0.425879,-1.951731,18.234078,0.144539,4,2974,-1.904245,79.35434
0,0.494343,-123.421143,11.640767,-0.102336,4,2971,-0.759125,18.434948
0,0.429273,44.82432,16.785156,0.407878,4,2072,-0.810591,169.472214
0,0.465752,10.874934,15.582372,0.033218,4,1190,-0.733392,106.279671
0,0.550775,3.751439,17.558085,-0.069702,2,1388,0.514661,93.814072
0,0.398911,19.081604,19.714237,0.174674,4,1027,-0.913523,165.225449
0,0.396946,21.208328,20.030229,0.47701,4,1034,-1.415317,160.346176
0,0.42522,-1.198475,17.639693,-0.178495,4,2072,-0.521094,61.313854
0,0.43247,-0.017794,17.069146,0.016084,2,1182,-1.273785,76.184975
0,0.426335,-5.862554,22.908022,0.40639,2,1162,-2.496105,118.72374
0,0.440371,8.148978,14.819729,0.416578,4,1959,-0.939256,151.504364
0,0.476118,-11.267915,21.560783,0.291998,2,1166,-1.029322,78.936501
0,0.48991,14.182387,31.372633,0.73623,2,1696,-1.47965,154.075104
0,0.472302,13.34532,33.388638,0.418325,2,1682,-1.119387,181.636581
0,0.499175,11.463687,23.686022,0.248356,2,1514,-0.874923,162.061111
0,0.437141,-26.814909,14.903919,0.17126,4,1489,-0.424595,146.534622
0,0.536068,-29.813534,19.041445,-0.528808,4,2919,0.977855,307.545715
0,0.55375,-3.211953,24.462341,0.073117,4,2908,0.192998,43.264294
0,0.516335,-1.548443,21.057675,0.026732,5,2745,-0.398862,82.476181
0,0.49532,-14.48094,18.894969,-0.415905,5,2721,0.643326,6.766175
0,0.43766,-7.177624,22.315954,-0.122238,4,2937,-0.514661,15.488502
0,0.45818,-28.75335,13.055899,-0.372714,4,2929,0.025733,302.905243
0,0.510097,-20.914083,25.971024,-0.811005,4,3572,2.200175,297.018585
0,0.446301,-12.614649,17.894723,0.173458,5,2762,0.173698,72.349876
0,0.544816,-24.891843,11.060521,-0.388449,5,2739.5,0.694792,101.309929
0,0.571305,-65.028656,26.947052,-0.469907,4,3586,2.528271,264.268311
0,0.434002,5.532384,39.150208,0.103208,4,1229,-2.972166,42.336998
0,0.42502,-8.787592,25.813019,-0.203604,4,1209,-2.496105,196.260208
0,0.471285,11.446447,25.837294,0.284545,4,1053,-0.900656,109.358994
0,0.451627,-12.120761,23.066957,-0.203313,4,3053,-0.84919,68.600189
0,0.467653,-18.397312,14.764092,-0.006244,4,3039,-0.218731,23.58703
0,0.459097,7.335097,18.787976,0.130907,5,2744,-0.488928,80.134193
0,0.552207,-14.385634,40.609406,-1.525722,4,2978,0.707659,293.008881
0,0.471677,-8.080856,15.612233,-0.198253,4,2972,-0.476061,46.507435
0,0.420818,24.993427,18.885279,0.425566,4,1047,-1.080788,120.106529
0,0.376391,26.451124,20.256217,-0.273086,4,1041,-1.363851,235.203979
0,0.430903,2.076494,51.236711,0.139456,4,1112,-1.865645,225.55896
0,0.441614,9.511034,26.519348,0.598429,4,1064.5,-0.385996,37.170925
0,0.378069,0.596335,25.565692,-0.350499,4,978,-1.486083,133.327606
0,0.367161,45.757472,10.827719,0.341079,4,967.5,-1.080788,136.97493
0,0.559318,-11.817055,30.94517,-0.927308,2,2163.5,1.447483,322.315521
0,0.499578,-8.409721,22.532875,-0.458862,2,2158.5,0.501794,5.300927
0,0.521228,-26.669734,20.161758,-0.565575,4,3465.5,1.408884,287.209564
0,0.522229,-14.472684,16.137502,-0.25658,5,3472,-0.077199,333.434937
0,0.501328,-24.537882,11.598647,-0.319338,4,3329.5,0.424595,1.27303
0,0.549708,-9.480649,18.439294,-0.323413,5,2951.5,0.385996,70.497551
0,0.573202,-0.255385,29.953331,0.199716,5,2921,0.598293,40.380077
0,0.354225,6.503351,40.119486,0.600031,4,1023,-2.933567,221.955215
0,0.359988,9.92557,27.692664,0.393101,4,966,-1.286652,133.143845
0,0.438985,16.601234,18.96009,0.363022,4,976,-0.283063,309.805573
0,0.516821,-36.784359,20.121869,-0.277137,2,2191,1.132254,265.143402
0,0.438793,7.359727,18.65301,0.256937,2,2199,-0.321663,8.530766
0,0.495722,0.417917,21.065297,0.15483,4,3343,0.424595,45
0,0.573673,-42.22581,18.957542,-0.74279,4,3204,1.621181,294.695526
0,0.592279,-10.936139,18.826684,0.112106,4,3086,-0.192998,82.665619
0,0.432503,13.066757,24.542942,0.49705,5,2964,-1.196586,75.963753
0,0.502001,-27.47424,13.996023,-0.516387,5,2951,0.643326,11.659292
0,0.418644,6.029097,16.837753,-0.324372,4,1008,-1.209453,97.85331
0,0.365236,32.622765,20.947452,0.438299,4,956,-1.415317,135.855103
0,0.415686,15.890176,18.504066,0.21452,4,960,-0.836324,172.874985
0,0.534006,-30.837457,10.010796,-0.252141,4,3375,-0.141532,92.121094
0,0.539403,-22.498656,18.328323,-0.613516,4,3360,0.720525,50.079609
0,0.512508,-1.070576,23.56022,-0.231919,4,3322,0.0386,56.421185
0,0.523365,-12.222076,20.929084,-0.295982,4,3296,1.067921,19.010767
0,0.531667,-7.642576,17.05855,0.244736,4,3087,-0.59186,105.802513
0,0.489405,-0.378613,30.936567,0.075862,4,969.5,0.0386,128.233826
0,0.465592,20.394791,24.095764,0.727877,4,945.5,-1.486083,159.921768
0,0.425282,34.807872,10.128503,-0.05108,4,949,-0.675492,333.434937
0,0.499458,-16.259959,15.468741,-0.22456,4,2982,0,84.035515
0,0.499812,11.530293,16.117612,0.054539,4,2980,-0.0386,332.650116
0,0.482035,-5.263812,29.560356,-0.424409,4,3343.5,-0.501794,32.228756
0,0.458435,-17.021679,17.240251,-0.254652,4,3318.5,0.173698,31.293039
0,0.485094,-27.9587,16.127565,-0.588535,5,3804,1.119387,308.345581
0,0.529886,-8.318469,18.547419,-0.068866,5,3807.5,0.617593,10.145544
0,0.361891,4.943928,12.518428,-0.036102,4,928,-0.900656,162.349869
0,0.478245,-9.359334,15.251677,-0.25229,4,944,0.141532,289.72229
0,0.444399,-0.242283,21.821893,-0.116663,4,3009,-0.385996,73.855659
0,0.446334,-4.169316,13.790794,-0.235137,4,2994,-0.823457,76.159302
0,0.478778,-1.945722,23.661714,-0.012044,4,3277,-0.450328,85.601295
0,0.52087,-21.717597,10.382183,-0.178103,4,3257,0.051466,57.528809
0,0.470564,-4.992719,8.41622,0.003436,4,3242,-0.437462,81.027374
0,0.432503,18.979446,24.182821,0.371025,2,3168,-2.727702,67.479431
0,0.535864,-44.566111,17.12855,-0.307876,4,3245,0.836324,23.600189
0,0.445113,-112.678562,9.264659,-0.222586,4,3109,-0.192998,0
0,0.568265,-49.260118,12.908693,-0.493438,4,3104,0.398862,68.749496
0,0.502699,-20.461665,22.626763,-0.513062,5,3811,0.746258,261.209442
0,0.441976,-57.650031,12.150024,-0.428437,4,3821,-0.012867,8.130102
0,0.424818,-1.00662,32.052138,0.177336,4,974,-1.698381,34.939312
0,0.407945,-23.367367,20.144711,0.088356,4,950,-1.942844,169.303482
0,0.510175,-7.118508,27.196555,-0.494184,4,3029,0.463195,75.854202
0,0.44078,10.80371,14.440335,-0.087661,5,3000,-1.093654,75.963753
0,0.504959,3.647485,18.770172,0.08322,4,3042,-0.012867,356.855042
0,0.543567,16.683102,16.639516,0.514411,4,3058,-0.154398,292.306213
0,0.445107,3.030056,16.642731,0.0714,4,3266,-0.759125,34.508522
0,0.453101,-27.764804,13.967867,-0.249494,2,3253,-0.25733,23.198591
0,0.502481,-5.704397,36.064846,-0.454942,2,3220,0.630459,278.130096
0,0.498781,-63.184292,9.025994,-0.455187,4,3256,0.244464,351.253845
0,0.445719,9.113918,15.459006,0.034383,5,3023.5,-1.061488,113.355568
0,0.501824,23.343719,7.313034,-0.041553,5,3014,0.192998,62.52557
0,0.500024,-90.222463,8.185287,-0.539415,4,3064,0.810591,276.340179
0,0.473181,8.188408,11.869102,0.231227,4,3071,-0.385996,335.55603
0,0.498546,-21.258436,12.339367,-0.279661,4,3424.5,0.0193,45
0,0.541186,-11.415429,30.121778,-0.566376,4,3241,0.501794,291.997406
0,0.466429,-22.855235,11.923078,-0.20611,4,3259.5,0.366696,117.181114
0,0.471785,-16.829553,25.456256,-1.174653,4,3234.5,0.88779,355.120728
0,0.503439,-32.42749,14.887708,-0.327012,4,3216,-0.0193,69.145538
0,0.5605,-19.276273,20.573278,-0.555956,5,3431,1.080788,336.57132
0,0.488437,-14.205544,30.52436,-0.741803,4,2673,-0.463195,57.689411
0,0.435468,-25.585286,14.832731,-0.413932,4,2655,0.167265,3.918249
0,0.488193,-30.238217,11.575972,-0.196542,4,3110,-0.385996,56.309933
0,0.51846,8.480327,18.680016,0.289427,5,3039,-0.231597,46.569355
0,0.426761,-38.748956,16.122016,-0.312741,5,3021,-0.913523,55.304848
0,0.427332,-1.555208,15.282325,-0.236097,4,3019,-0.437462,239.743561
0,0.516316,-9.589091,26.022822,-0.201252,5,3535,-0.090066,252.235153
0,0.514856,-35.999149,13.455839,-0.574003,5,3552,0.939256,4.085617
0,0.475451,-15.593335,10.788942,-0.168407,4,3430,-0.977855,117.072083
0,0.52634,-17.874051,23.471505,-0.551154,4,3251,0.514661,272.219666
0,0.454337,-3.984747,20.967855,-0.31845,4,3269,-0.604726,32.905243
0,0.611141,-64.334839,14.229962,-0.619168,4,3203,1.093654,329.676392
0,0.551278,-46.590878,9.038565,-0.408535,5,3447,0.398862,301.373016
