Training,ROUGH,TWI,SLOPE,SPI,LANDCOVER,ELEVATION,CURVE,ASPECT
0,0.449827,-27.144697,11.553687,-0.377402,5,3456,0.0386,313.210083
0,0.507914,4.245085,32.47328,0.55339,4,2694,-0.771991,81.7901
0,0.461128,13.54166,18.875366,0.447322,4,2662,-1.582582,144.688782
0,0.493898,-20.946031,17.582808,-0.339713,4,3130,-0.398862,22.520565
0,0.457449,-39.98723,8.701152,-0.249328,4,3113,0.154398,121.504265
0,0.524842,-15.850013,33.25887,-0.771726,4,3549,1.595448,276.124176
0,0.468372,-30.331146,15.729199,-0.763751,5,3570,-0.102932,10.304847
0,0.561612,-16.692237,22.155743,-0.633606,4,3313,0.862057,353.659821
0,0.543393,-10.656708,32.879005,-0.592731,4,3298,0.784858,32.05349
0,0.489244,-6.245798,33.021522,-0.667267,4,3201,0.540394,155.556046
0,0.469563,-6.673325,27.056753,-0.421827,4,3172,-0.501794,135.493912
0,0.417224,-22.847107,14.332835,-0.116493,4,910.5,-0.231597,121.171349
0,0.472596,-0.502056,18.484243,-0.235697,4,3282.5,-0.154398,7.96961
0,0.454061,-3.795663,22.460622,-0.593798,4,3294.5,-0.366696,277.334381
0,0.618257,-121.460815,8.404625,-0.528296,4,3330.5,1.312385,263.659821
0,0.602684,-27.931135,15.41861,-0.117659,4,3323,-0.135098,77.195732
0,0.479271,-10.749425,13.012938,-0.345735,4,3156.5,-0.347396,188.530762
0,0.544193,-23.798701,21.19422,-0.700676,4,3147.5,1.312385,163.610458
0,0.562348,-28.485903,21.471024,-0.753683,5,3512.5,1.350985,246.801407
0,0.6086,-51.676539,16.168287,-0.770734,5,3523.5,1.582582,10.98065
0,0.554923,-8.072461,35.250399,-0.78265,5,3556,0.231597,309.155426
0,0.569198,-57.246618,16.363588,-0.880064,5,3590,2.277374,325.124664
0,0.560848,-22.243413,20.953911,-0.548812,4,3579,1.042188,25.074419
0,0.431117,-6.231801,22.706602,-0.290197,6,925,-0.450328,91.450218
0,0.367242,63.82706,7.713472,0.166891,6,906,-0.514661,101.309929
0,0.515828,18.373237,15.187193,0.190164,4,2866,-0.25733,321.009003
0,0.490169,15.797294,18.819346,0.60367,4,3069,-0.733392,40.462227
0,0.519574,4.864013,21.453951,0.218817,4,3081,-0.669059,290.136292
0,0.582833,-52.265025,14.484689,-0.799889,4,3605,1.492516,292.796509
0,0.507588,-8.438969,18.003988,-0.36215,4,3312,0,28.393019
0,0.455944,9.732352,18.447208,0.196694,4,3300,-0.630459,31.827446
0,0.491411,3.236066,23.246694,0.14472,4,3327,-1.14512,286.557068
0,0.485875,-11.9695,19.562219,-0.289284,4,3344,-0.154398,315
0,0.502859,-1.435785,28.987078,0.167724,4,3333,-0.25733,10.007979
0,0.50789,-11.210157,26.174559,-0.170212,4,3349,0.231597,353.659821
0,0.597225,-33.755476,24.008937,-0.84363,4,3371,1.852779,337.340637
0,0.538222,-11.647576,25.473333,-0.772622,5,3565,1.338118,278.923981
0,0.5494,-24.967553,25.468611,-0.599225,5,3581,0.759125,207.349869
0,0.530031,-42.191538,27.652918,-0.282431,5,3578,1.646914,171.027374
0,0.608268,-67.930183,16.597029,-0.801551,5,3579,1.672647,48.576336
0,0.530749,-10.154758,27.105172,-0.298354,5,3570,1.055055,3.576334
0,0.505534,-5.498488,30.027991,-0.283912,4,3594,0.604726,349.412689
0,0.522662,-16.744283,27.537035,-1.109274,4,2747,1.286652,354.289398
0,0.408612,29.060862,18.656748,0.257378,6,904,-1.299518,159.623566
0,0.498201,7.621279,15.677182,0.239967,5,3094,-0.167265,52.386044
0,0.439601,-39.023953,11.676152,0.028962,5,3090,-0.733392,346.759491
0,0.482126,-45.637054,13.013491,-0.533649,4,3595,0.463195,244.57312
0,0.51189,-28.581441,19.343231,-0.697299,4,3351,0.604726,10.713123
0,0.536772,-47.240072,15.543706,-0.607097,4,3365,0.952122,20.556046
0,0.550054,-37.933034,19.528293,-0.883587,4,3371,1.260919,260.537689
0,0.451978,13.575307,25.860553,0.345921,4,3009,-0.308796,109.55825
0,0.556171,-20.311018,29.400618,-1.162313,5,3575,1.235186,233.972626
0,0.547514,-23.22565,25.541645,-0.880936,5,3607,1.582582,299.054596
0,0.485558,-29.853157,15.425451,-0.36254,4,2766.5,0.077199,65.09523
0,0.537711,-34.252271,11.334023,-0.171656,4,2749.5,0.482495,113.962486
0,0.52964,12.765756,16.802715,0.07646,5,3147,-0.308796,84.019402
0,0.471007,-20.629425,17.377289,-0.559359,4,3595.5,0.385996,336.194061
0,0.478938,10.537398,24.683278,0.297785,5,3431,-1.486083,140.885986
0,0.482405,-3.975462,13.188709,0.092846,5,3408.5,-0.405295,138.503525
0,0.526699,-6.120995,23.377324,0.016167,4,2984.5,0.424595,162.950974
0,0.517468,1.101135,32.457533,0.303971,4,2798,0.463195,36.591087
0,0.459673,3.311065,27.298428,0.429094,4,2762,-1.505383,31.429565
0,0.519864,-11.124319,11.056001,-0.043471,5,3161,-0.0386,58.736267
0,0.565446,-42.430206,15.81182,-0.743694,4,3621,1.248052,310.544403
0,0.515712,-44.5281,18.098718,-0.852894,4,3622,1.492516,19.057705
0,0.415507,0.979205,15.345339,0.17723,4,3527,-0.900656,112.583855
0,0.526779,-6.98997,14.646216,-0.16317,5,3520,-0.051466,103.736267
0,0.578354,-104.294474,14.556381,-0.876357,4,3405,1.685514,288.434937
0,0.541583,-27.698517,22.40392,-0.912213,5,3386,0.862057,304.508514
0,0.54769,-14.450911,29.105696,-0.493442,4,3379,-0.077199,168.690063
0,0.529145,-4.916072,30.08451,-0.126528,4,2858,0.373129,35.753887
0,0.520332,-11.061223,28.428865,-0.64238,4,2854,0.321663,0
0,0.448679,-16.393473,11.161023,-0.086857,5,3164,-0.669059,283.736267
0,0.483308,-33.919525,11.089772,-0.283108,5,3167,-0.012867,270
0,0.515418,-7.753624,22.293338,-0.245401,4,3596,0.115799,219.359451
0,0.552428,-38.16451,16.203876,-0.607087,4,3609,1.350985,211.607498
0,0.467262,-1.386254,17.603677,-0.068219,5,3546,-0.411729,61.699245
0,0.520339,-40.880795,11.72236,-0.343476,5,3545,-0.128665,337.479431
0,0.478582,-1.256598,31.689507,-0.139631,4,2904,0.443895,16.699244
0,0.450312,-21.072414,19.65314,-0.225975,4,2873.5,-0.964989,35.980679
0,0.475622,1.373358,22.892476,0.150481,4,2670,-0.0386,31.607502
0,0.512674,-1.678003,21.759562,-0.090766,4,2662.5,0.231597,18.799885
0,0.470559,-18.814088,19.669113,-0.361789,4,3172,-0.501794,54.039482
0,0.503209,-67.979986,7.782305,-0.023394,4,3154.5,-0.192998,206.565048
0,0.488527,-37.619525,17.229987,-0.601139,5,3565.5,1.061488,96.709839
0,0.588321,-68.24707,10.689916,-0.685997,5,3557,1.350985,58.24052
0,0.605413,-51.041779,17.422928,-1.095492,4,3546,2.451072,90
0,0.471152,1.411005,16.563109,0.102422,4,2984,0.025733,62.700428
0,0.519897,-1.032803,14.321781,-0.218829,4,2965,-0.29593,111.501434
0,0.445927,9.138346,22.403141,0.180554,4,2688,-0.759125,80.134193
0,0.506411,-28.135479,10.377608,-0.113992,4,2682,-0.244464,331.699249
0,0.539189,-35.071228,14.738273,-0.263911,4,2585,0.810591,329.191101
0,0.565207,-31.150628,35.431481,-0.248646,4,3383,0.501794,318.510681
0,0.553483,-63.427097,11.154228,-0.502458,4,3402,0.218731,319.484619
0,0.478842,-6.356536,23.447905,-0.472008,5,3239,0.077199,147.72435
0,0.440944,-21.96019,13.71683,-0.526272,5,3213,-0.012867,120.411079
0,0.531521,-1.237416,22.379861,-0.049263,5,3185,0.347396,82.568588
0,0.437298,13.588927,10.534286,-0.139653,4,3153,-0.630459,82.793945
0,0.563942,-36.639275,18.852459,-0.832125,4,3418,1.556849,324.3815
0,0.481066,-4.92052,13.110574,0.022413,4,3395,-0.128665,136.684677
0,0.462547,-10.959564,18.331974,0.03018,4,3340,-1.003588,124.330215
0,0.482426,10.948608,14.82899,0.024218,5,3323,-0.141532,143.652542
0,0.500917,7.54814,13.351766,0.046373,5,3227,-0.270197,95.906143
0,0.491729,4.75769,12.973897,0.053828,5,3212,-0.476061,59.036243
0,0.562164,2.3907,24.278412,0.121168,5,3194,-0.141532,78.690071
0,0.499157,-0.687629,18.884233,-0.07864,4,3188,-0.244464,315
0,0.496901,12.55367,17.600177,0.318631,4,2905,-1.055055,135
0,0.520938,-25.865548,14.665465,-0.33497,4,2897,0.308796,178.451843
0,0.569728,-23.337959,24.436,-0.999846,4,3065.5,1.312385,296.565063
0,0.555105,-1.543256,47.138123,0.067008,4,3034.5,-0.0193,46.655487
0,0.568392,-40.13856,30.715663,-0.673372,4,3419,1.293085,292.659363
0,0.518147,-85.330755,10.754135,-0.536639,4,3431.5,1.312385,329.931427
0,0.525771,4.026312,16.228945,0.08209,4,3402.5,-0.366696,58.626995
0,0.448437,-16.975733,20.135483,-0.513335,4,3206.5,-0.057899,46.827969
0,0.571961,-24.137973,19.697324,-0.273799,5,2920.5,-0.212298,191.142883
0,0.591593,-59.259272,12.137351,-0.69988,5,2922,1.061488,47.04541
0,0.490893,-23.570292,15.45592,-0.491699,5,2890.5,0.0193,96.146629
0,0.482024,28.123705,14.352987,0.20336,4,2933,-1.312385,65.9245
0,0.474709,-14.729424,19.199638,-0.198293,4,3074,-0.321663,270.674042
0,0.536059,-14.097502,26.82313,-0.708561,4,3089,0.669059,35.073753
0,0.544727,-35.680979,25.798258,-0.938278,4,3435,1.248052,282.888184
0,0.485846,-9.316251,13.86903,-0.056533,4,3431,-0.527527,69.623566
0,0.477106,-15.742716,19.726976,-0.594155,4,3434,0.501794,353.233826
0,0.509732,-5.80324,14.807107,-0.189485,4,3291,-0.064333,52.594643
0,0.48732,0.440146,12.889601,-0.098088,4,3272,-0.231597,87.510445
0,0.525086,-33.849772,18.56439,-0.897124,4,3295,1.325251,322.214264
0,0.476607,5.675567,27.410377,0.101985,4,3229,-0.720525,62.52557
0,0.510521,-12.408034,35.042053,-1.215359,5,2896,1.453917,208.072495
0,0.467324,14.751365,16.882416,0.03913,4,2695,-0.771991,110.376434
0,0.415717,34.02219,22.687,0.449887,6,837,-2.264507,186.340195
0,0.48027,-8.573892,32.359589,-0.709846,4,2946,0,308.945801
0,0.534203,-45.551948,16.704013,-0.374024,4,2982,0.913523,339.809418
0,0.509558,-39.460792,14.537713,-0.769827,4,3452,1.453917,333.434937
0,0.520654,-38.437649,13.47524,-0.600747,4,3444,0.424595,12.094757
0,0.565996,-28.191633,21.42904,-0.66339,5,3439,0.784858,276.709839
0,0.540809,-42.550632,11.74473,-0.500824,4,3454,0.308796,15.945395
0,0.498697,-39.794756,13.388358,-0.478497,4,3304,0.128665,305.727386
0,0.548489,-30.398249,21.451665,-0.373811,4,3317.5,1.100087,12.295266
0,0.54234,-13.032811,19.672635,-0.437311,4,3323,0.578993,341.916565
0,0.565725,-26.103025,22.900889,-1.036489,4,3232.5,2.180875,323.895844
0,0.436973,-34.512492,12.448082,-0.165112,6,838.5,-0.328096,52.275005
0,0.57294,-12.946821,33.028414,-0.629057,4,3330.5,1.75628,323.478546
0,0.606392,-44.813049,16.198499,-1.077586,4,3352,1.196586,325.469177
0,0.520491,9.05755,17.866198,0.298776,4,3251,-1.331685,348.959045
0,0.536843,-30.728836,9.81529,-0.05757,4,3268.5,0.289497,275.440338
0,0.432568,-9.781136,24.727519,-0.481979,4,3292.5,-0.077199,237.608612
0,0.486927,-5.457635,18.775494,-0.179074,4,2827,-0.154398,105.255119
0,0.476373,37.258611,13.141927,0.056001,4,2808.5,-0.405295,148.706955
0,0.418465,3.313973,24.636213,0.023025,4,2666.5,-1.196586,129.019394
0,0.399715,21.739065,19.085251,0.298596,4,2653,-1.949278,157.520569
0,0.553171,-12.915942,25.870241,-0.070658,4,3303,0.051466,182.842133
0,0.552722,-23.39996,20.485994,-0.620183,4,3315,0.874923,202.249023
0,0.580777,-47.20698,9.244865,-0.384358,4,3244,0.411729,53.130104
0,0.559187,-61.881375,11.041811,-0.440578,4,3242,0.578993,315
0,0.406192,24.848238,10.826027,0.126135,6,836,-0.669059,103.276398
0,0.523207,-3.505464,20.66654,-0.324434,4,3162,-0.064333,282.572449
0,0.576108,-52.570896,14.704985,-0.64243,5,3436,0.759125,174.986893
0,0.517137,-33.021284,16.644116,-0.793067,4,3393,0.463195,304.69516
0,0.524676,-42.421882,11.424762,-0.55545,4,3390,0.630459,19.536655
0,0.45917,8.67382,20.112054,0.242406,4,3276,-1.196586,60.832386
0,0.414627,6.238622,24.990324,-0.284628,4,3283,-0.360263,330.123993
0,0.483412,11.084674,18.24569,0.062396,4,3289,-0.952122,324.211029
0,0.504598,-6.95469,30.397949,-0.169949,4,2797,0.630459,161.565048
0,0.501136,-7.885649,19.456462,-0.270645,4,2788,0.012867,131.566376
0,0.52199,-0.735732,24.252697,-0.169452,4,2761,0,98.130104
0,0.508988,-5.89489,14.94381,-0.103246,4,2650,-0.141532,122.24247
0,0.537323,-35.68355,12.207266,-0.007303,4,2641,0.25733,157.619858
0,0.498788,-54.492018,11.375942,-0.40788,4,2888,0.501794,273.715302
0,0.555097,-22.372369,19.876048,-0.478329,4,2883,0.746258,91.974937
0,0.407452,5.078435,15.228609,0.205199,4,2851,-1.067921,191.309937
0,0.44064,27.201925,11.650986,0.264824,4,3166,-0.463195,9.090277
0,0.442094,4.713921,17.591827,0.150781,4,3177,-0.759125,238.60054
0,0.480758,-13.261436,17.17415,-0.326125,5,3376,0.025733,134.144897
0,0.526293,-49.292999,11.628921,-0.309217,5,3374,0.244464,92.489555
0,0.485978,-3.788116,20.581326,-0.206776,4,2631,-0.115799,117.962234
0,0.439872,17.500631,14.912693,0.376945,4,2618,-1.325251,142.125015
0,0.503869,-9.20349,26.659716,-0.387458,4,3200,-0.173698,335.112579
0,0.584948,-43.929509,16.396615,-0.818049,4,3220.5,1.254486,331.039948
0,0.539119,-53.625621,11.303018,-0.605102,5,3373,0.578993,90
0,0.537241,-26.489075,15.220715,-0.395113,5,3357,0.0386,51.115505
0,0.544731,-34.831131,17.573725,-0.693936,5,3369.5,0.964989,337.796509
0,0.562423,-40.027445,14.524691,-0.557958,5,3370,0.501794,47.792702
0,0.546365,-36.34137,23.009893,-1.058292,4,3385.5,2.373873,328.416199
0,0.57978,-25.013807,26.102554,-1.188093,4,3372,1.77558,18.996655
0,0.476775,-2.929801,18.869303,-0.449684,4,2606.5,0.057899,156.557083
0,0.546924,-28.629593,12.577014,-0.420434,4,2612.5,0.405295,228.814072
0,0.453307,-22.461639,12.064896,-0.231577,4,2651,-0.167265,160.067459
0,0.513719,-17.53233,19.310877,-0.528593,4,3192,0.180131,263.784363
0,0.573332,-90.622748,11.419032,-0.203784,4,3207,0.373129,34.508522
0,0.442026,-2.1873,13.253335,-0.258101,4,3254,-0.218731,48.900494
0,0.565373,-41.762929,20.090444,-0.760946,4,3224,1.222319,348.310638
0,0.549139,-10.668703,31.984185,-0.60385,4,3202,1.003588,132.878906
0,0.50429,-3.428242,37.735087,0.0942,5,3326,0.501794,172.635254
0,0.532595,-5.672504,38.611627,-0.311019,5,3337,0.797724,186.972763
0,0.533494,-8.160551,25.512246,-0.32047,5,3353,-0.064333,198.77803
0,0.55671,-8.722706,18.499127,-0.288268,4,2634,0.733392,102.264771
0,0.460868,-48.500502,14.061106,-0.566269,4,3211,0.501794,270
0,0.567251,-50.178989,23.163111,-0.435578,4,3297,0.862057,316.169128
0,0.454325,-47.506565,11.681819,-0.089968,4,3264,-0.810591,95.630684
0,0.545737,-75.526062,9.36911,-0.476614,4,3298.5,0.617593,357.357452
0,0.614292,-52.388723,18.964765,-1.043262,4,3302.5,1.891378,298.539978
0,0.469408,-6.830245,12.097568,-0.153784,5,2421,-0.527527,101.633636
0,0.469427,-10.158876,16.64655,-0.248327,5,3115,0.347396,151.460022
0,0.562116,-37.504659,16.961177,-0.564019,5,2409,1.209453,205.201126
0,0.550619,-5.92721,37.705935,-0.196925,4,3194,0.077199,294.057343
0,0.601028,-32.839437,23.923192,-1.030243,4,3221.5,1.833479,223.363419
0,0.540213,-42.061096,12.030807,-0.501402,4,3101.5,0.463195,171.326828
0,0.520487,-21.652127,11.216417,-0.193841,4,3013,0.398862,102.994614
0,0.608003,-60.903273,15.762851,-0.777413,4,3223,1.531116,294.775146
0,0.477869,-0.16546,31.573154,-0.057446,4,3178,-0.488928,120.101303
0,0.4964,-44.012373,12.288693,0.011393,4,3097,-0.283063,124.562523
0,0.511003,-17.56812,9.461265,-0.055569,4,3087,0.25733,110.376434
0,0.513586,-0.789864,13.724275,-0.334575,4,3081,-0.115799,212.319611
0,0.468783,-6.829085,19.672136,-0.058505,5,2712,-0.373129,178.15239
0,0.457091,6.309661,16.048035,0.239245,5,2622,-0.488928,149.995087
0,0.521288,-16.085807,9.168423,0.00342,4,3004,-0.566127,126.869896
0,0.551302,-28.248115,21.129959,-0.991763,4,3216,1.762713,252.897278
0,0.5105,-19.432732,12.235711,-0.240607,4,3067,0.771991,116.565048
0,0.583095,-20.472902,12.043438,-0.439374,5,2697,0.29593,170.706696
0,0.54778,-6.138794,15.62225,-0.266576,5,2607,0.308796,152.354019
0,0.464672,9.825432,26.2716,0.291744,4,2912,-0.862057,174.155441
0,0.480345,7.951288,27.542514,0.000922,4,2901,-1.106521,170.967026
0,0.490622,-5.4916,22.313112,-0.401571,4,2503,-0.488928,107.241463
0,0.48001,15.049377,12.508846,0.022849,5,2489,-0.630459,164.054611
0,0.535809,0.597534,23.905894,-0.171308,4,2269,-1.415317,197.042007
0,0.424457,10.117452,19.916678,0.281662,4,3057,-1.794879,137.862411
0,0.540439,-9.153357,18.058257,-0.101356,4,3051,-0.82989,152.818893
0,0.39318,-21.668594,8.03137,0.042743,4,2760,-0.0193,125.537682
0,0.581093,-14.783939,21.165887,-0.302747,4,2747,0.636893,110.772255
0,0.581833,-10.02173,14.346016,-0.206357,5,2894,0.752691,109.798874
0,0.521603,-16.778596,27.26796,-0.557432,4,2874.5,1.350985,164.859009
0,0.577766,-3.120942,19.480103,0.061561,5,2490,0.289497,109.48613
0,0.569579,-1.92031,27.86468,0.161204,5,2467.5,0.270197,151.886795
0,0.453592,-12.956052,26.972173,-0.294026,4,2256.5,-2.007177,315
0,0.471972,11.486197,31.329241,-0.043907,4,2278,-0.733392,331.389526
0,0.413516,11.047787,12.367111,0.05726,6,819,-1.209453,128.945801
0,0.476104,-8.105406,31.049381,-0.533422,4,3081,-0.771991,111.250504
0,0.560453,-79.473728,12.384872,-0.317795,4,3049,0.836324,88.363426
0,0.512713,-10.917579,26.689394,-0.528361,4,3023,0.360263,127.14669
0,0.545527,17.198186,13.755391,0.231312,4,2739,-0.231597,172.874985
0,0.500809,-4.342499,31.330905,-0.366657,4,2719,0.566127,145.911133
0,0.481411,-4.85628,14.790678,0.038464,4,2557,-0.926389,163.988815
0,0.418541,-22.329425,8.265094,-0.020627,4,2564,-0.437462,180
0,0.495382,6.239039,16.98961,-0.07858,4,2581,-0.604726,193.535858
0,0.512256,-32.327043,17.62185,-0.527462,4,2558,1.518249,198.434952
0,0.531403,-10.528961,24.132365,-0.27887,4,2558,0.540394,195.524109
0,0.555115,-0.099778,24.198775,0.050691,5,2192,0.141532,178.363419
0,0.375924,14.892704,13.173171,-0.085102,5,2194,-0.578993,131.933517
0,0.519091,-16.879255,16.548325,-0.094142,4,3127.5,0.405295,266.185913
0,0.461191,4.464369,25.487089,0.122552,4,2496,-1.563282,170.816086
0,0.488781,16.386367,14.705912,0.04498,2,2074,-0.057899,92.231178
0,0.40155,4.221988,24.522443,0.174915,2,2075,-1.563282,190.30484
0,0.386422,20.593844,18.257612,0.448782,5,2089.5,-1.71768,139.600098
0,0.516209,3.900143,14.65123,0.024753,5,2125.5,-0.250897,214.077194
0,0.422503,3.921321,11.98233,-0.009534,5,2139,-1.119387,215.073761
0,0.420199,1.885629,31.455002,0.05559,4,2413.5,-1.524683,29.232817
0,0.370254,9.435041,26.083715,0.359402,4,2419.5,-0.984289,214.50853
0,0.425126,6.576159,28.471229,0.208962,6,818,-0.88779,141.182938
0,0.503423,-9.838311,25.521105,-0.36146,4,3105,0.437462,231.155167
0,0.437993,-8.747274,10.357268,-0.202858,4,2454,-0.55326,117.030861
0,0.495191,-126.937798,4.516699,-0.223231,4,2481,-0.141532,126.869896
0,0.514673,-50.706445,12.439762,-0.294728,4,2481,-0.360263,202.932098
0,0.474451,1.452618,23.788155,0.154337,4,2466,-0.154398,178.02507
0,0.471879,-23.97849,13.994926,-0.198949,5,2422,0.115799,148.298569
0,0.493671,8.250788,19.040366,0.045574,2,2045,-0.180131,147.994614
0,0.55893,-14.679757,25.004071,-0.710637,2,2052,1.055055,222.137589
0,0.483674,-0.917723,44.299567,-0.290114,2,2028,-0.476061,179.668808
0,0.494897,4.880734,38.513285,0.338478,2,2014,-0.398862,175.780899
0,0.509521,17.181534,12.780007,0.10325,5,2068,-0.308796,164.357758
0,0.412999,10.71805,32.643623,1.066084,4,2428,-2.084376,22.380135
0,0.411996,3.161274,25.083813,0.475279,6,817,-0.617593,135
0,0.360099,-29.333598,8.58449,0.171876,6,800,-0.617593,135
0,0.579756,-51.459663,14.863417,-0.585704,4,3083,1.029322,260.639801
0,0.47134,2.929517,15.426698,0.271014,4,2672,-0.656193,152.904449
0,0.506258,-53.932634,14.384638,-0.204642,4,2672,0.077199,185.013107
0,0.526124,-25.414568,22.043048,-0.434101,4,2440,0.88779,203.498566
0,0.457217,-14.155053,9.997999,-0.024145,4,2440,-0.077199,160.820999
0,0.511557,-20.722731,17.645671,-0.162566,4,2434,0.29593,135
0,0.476354,8.586893,17.174854,0.261099,5,2407,-0.823457,139.969742
0,0.485761,-16.072764,19.058414,-0.318161,5,2391,-0.244464,155.772247
0,0.491249,2.923995,13.802012,-0.088351,5,2426,-0.167265,115.016891
0,0.548307,-11.1769,17.379778,-0.025137,5,2411,0.33453,137.60257
0,0.443201,-13.633299,27.400909,-0.598338,2,1998,-0.064333,158.907654
0,0.347621,9.238914,11.947659,0.051633,2,1976,-1.466783,137.67543
0,0.475355,24.151059,14.98057,0.287875,5,1989,-0.862057,250.201126
0,0.433467,14.440104,15.04145,0.240031,4,2514,-1.569715,175.333145
0,0.477206,9.286971,21.673964,0.209647,4,2530,-1.531116,199.885162
0,0.420537,-7.457909,20.714099,-0.523725,4,2543,-1.016455,205.974396
0,0.50531,7.063816,26.025499,0.068384,4,2545,-1.209453,180.881409
0,0.351403,27.848963,10.948367,0.241597,6,799.5,-1.235186,165.96376
0,0.369892,12.46448,35.001294,0.730542,6,815,-1.543982,331.09082
0,0.476743,3.613907,25.573176,0.363297,4,2861,-1.215886,170.256363
0,0.475078,-24.383504,19.520655,-0.887202,4,3066.5,1.273785,237.308014
0,0.516878,0.311553,19.531334,-0.212723,5,2388,-0.0386,99.162346
0,0.410608,22.557162,10.90156,0.185825,2,2115.5,-0.694792,113.629379
0,0.460435,-0.305457,12.666945,0.211996,2,1973.5,-0.598293,191.821487
0,0.373946,-30.819407,21.192619,-0.008769,2,1984,-1.814179,243.434952
0,0.439086,2.344231,15.222063,0.051839,4,2688,-0.0386,267.797394
0,0.486064,4.701363,15.223002,-0.066056,4,2844,-0.090066,261.869904
0,0.4784,6.432015,20.128437,0.028333,2,2113,-0.411729,65.746078
0,0.534503,4.316339,21.069511,0.275443,4,2814,-0.321663,259.438995
0,0.478704,-2.178482,16.121975,-0.139167,4,2842,-0.115799,282.724365
0,0.426927,11.4224,16.283593,0.399546,2,2425,-1.106521,138.11084
0,0.487255,7.376397,15.407135,0.021922,2,2417,-0.707659,164.248825
0,0.510715,-4.240728,24.249451,-0.152643,2,2368,-0.115799,172.092834
0,0.433832,12.728696,24.049227,0.35454,4,2701,-1.273785,218.962311
0,0.49723,-6.382224,15.607764,-0.150942,4,2822.5,-0.559694,324.211029
0,0.462213,-6.821377,11.237097,-0.040772,4,2838.5,-0.385996,310.236359
0,0.582564,-19.168849,22.248614,-0.412191,5,2421.5,1.100087,111.447739
0,0.537674,-21.738297,23.325142,-0.884759,4,2778.5,1.659781,350.928497
0,0.552805,-11.686607,29.328265,-0.443485,4,2763.5,1.408884,14.118921
0,0.460348,2.312549,26.205945,-0.098136,4,2714,-1.100087,353.047028
0,0.459467,29.914869,15.370359,0.451031,6,2303,-1.235186,138.751724
0,0.4842,11.846814,17.195109,0.314448,6,2293,-0.360263,187.028397
0,0.483797,-32.540002,13.710187,-0.501736,4,2863,0.33453,315.987762
0,0.513422,-6.254685,19.798041,-0.05095,4,2790,-0.836324,61.113419
0,0.449729,-36.352478,14.85429,-0.209587,4,2780,-0.141532,197.102722
0,0.528524,-24.670168,16.606649,-0.295542,2,2015,0.218731,321.398956
0,0.48901,-14.018786,18.346597,-0.342201,2,2035,0.321663,300.302673
0,0.482795,-3.95988,22.133023,-0.216332,4,2476,0.154398,276.263489
0,0.453989,-24.876099,17.767807,-0.533868,4,2850,-0.437462,41.748055
0,0.529174,-43.003523,14.443915,-0.671686,4,2863,1.235186,315.774231
0,0.425632,19.044056,28.70165,0.688998,2,2163,-0.990722,151.189209
0,0.468788,0.115292,39.042837,-0.476817,2,2166,-1.029322,202.484528
0,0.473601,13.844427,16.632818,0.337376,2,1934,-0.862057,125.869827
0,0.409407,9.339656,23.622676,-0.634635,6,786,-0.096499,112.306206
0,0.452911,-10.059525,18.263036,-0.257684,2,2002,-0.617593,211.171356
0,0.503375,-6.343078,14.330963,-0.076421,4,2465,0.328096,264.805573
0,0.501496,-24.537514,14.992802,-0.318853,4,2846.5,0.714092,168.690063
0,0.566301,-3.524622,35.229828,0.178234,4,2830,0.270197,151.059982
0,0.453227,-14.231181,9.209639,-0.175267,5,2150.5,-0.0386,92.563766
0,0.528239,-3.374004,18.374971,0.113195,2,2135.5,0.521094,91.636574
0,0.460535,4.618542,29.80986,0.283642,2,2034.5,-1.640481,174.596207
0,0.515758,-70.009303,9.548792,-0.274871,2,1927.5,-0.270197,116.565048
0,0.462526,3.803751,20.223083,0.187729,2,1999,-0.231597,263.884491
0,0.46295,-2.750211,14.710407,-0.150701,4,2525,-0.180131,256.429565
0,0.549952,-32.791182,13.529141,-0.315777,2,2129,-0.167265,215.537674
0,0.522833,-36.843275,15.051975,-0.37567,2,2133,0.630459,68.749496
0,0.479573,-34.303392,10.994395,-0.217012,2,2014,0.154398,98.471146
0,0.50842,-9.081939,17.736464,-0.214966,2,2009,0.501794,228.179825
0,0.43093,-16.465185,22.628482,-0.316947,5,1923,-0.476061,140.04245
0,0.464194,1.19006,21.322979,-0.407564,5,1924,-0.784858,239.03624
0,0.486488,-22.838606,19.411628,-0.890657,4,3051,0.463195,301.464142
0,0.498448,-32.444984,14.914849,-0.58021,4,3060,0.952122,333.434937
0,0.476535,-5.869677,12.41742,-0.021492,4,3035,-0.669059,64.855217
0,0.556385,-28.255681,11.542302,-0.237898,4,3036,0.321663,5.194429
0,0.470028,-3.758037,13.817036,-0.24866,4,3015,0.0386,21.991131
0,0.499057,-11.132481,20.96718,-0.186977,4,2931,-0.270197,1.684684
0,0.512803,-142.157376,12.54802,-0.35838,4,2941,0.385996,6.483074
0,0.459266,6.65832,11.922884,0.02392,4,2524,-0.115799,287.650116
0,0.54066,-30.130751,15.524345,-0.107494,2,1906,0.141532,222.229782
0,0.433386,1.816382,28.938951,0.056122,5,1930,-1.286652,273.094055
0,0.520902,-4.120952,22.399884,-0.066718,6,3043,0.25733,233.914932
0,0.47538,-53.685635,12.058931,-0.575596,6,3062,0.115799,192.80426
0,0.515211,-12.776576,19.002758,-0.290152,4,3057,0.012867,29.475889
0,0.478103,-27.1238,13.332718,-0.021138,4,3044,-0.398862,40.914383
